Paper Title,Figure Number,Point ID,P/e_Source,e/D_Source,Alpha_Source,Geometry_Source,Aspect_Ratio_Source,Standard_Ratio,Standard_Ratio_Method,Standard_Baseline_Type,Processing_Note,Prandtl
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 4,pt 46,raw,raw,raw,raw,raw,0.8515406736746477,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 4,pt 47,raw,raw,raw,raw,raw,0.8221760162510494,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 4,pt 48,raw,raw,raw,raw,raw,0.607864417841854,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 4,pt 49,raw,raw,raw,raw,raw,0.60126582278481,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 4,pt 50,raw,raw,raw,raw,raw,0.5253236960602793,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 4,pt 51,raw,raw,raw,raw,raw,0.5268639117100664,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 4,pt 52,raw,raw,raw,raw,raw,0.5414228534298229,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 4,pt 53,raw,raw,raw,raw,raw,0.5370431249518083,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 4,pt 54,raw,raw,raw,raw,raw,0.5205328035896654,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 4,pt 55,raw,raw,raw,raw,raw,0.5448079234432329,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 4,pt 56,raw,raw,raw,raw,raw,0.5662133600846723,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 4,pt 57,raw,raw,raw,raw,raw,0.5322129210466549,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 4,pt 58,raw,raw,raw,raw,raw,0.5481173441673663,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 1,raw,raw,raw,raw,raw,0.7182847663315259,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 2,raw,raw,raw,raw,raw,0.7917220897644739,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 3,raw,raw,raw,raw,raw,0.9995498832550577,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 4,raw,raw,raw,raw,raw,1.0883867711420276,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 5,raw,raw,raw,raw,raw,1.224089718407306,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 6,raw,raw,raw,raw,raw,0.9841614384106208,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 7,raw,raw,raw,raw,raw,1.0267623202897238,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 8,raw,raw,raw,raw,raw,1.1666272330722898,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 9,raw,raw,raw,raw,raw,1.3873614061255046,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 10,raw,raw,raw,raw,raw,1.7030813473492954,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 11,raw,raw,raw,raw,raw,0.7236481164783976,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 12,raw,raw,raw,raw,raw,0.826144789319451,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 13,raw,raw,raw,raw,raw,0.9995498832550577,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 14,raw,raw,raw,raw,raw,1.0883867711420276,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 15,raw,raw,raw,raw,raw,1.224089718407306,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 16,raw,raw,raw,raw,raw,0.6657562671601257,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 17,raw,raw,raw,raw,raw,0.6303884352723351,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 18,raw,raw,raw,raw,raw,0.624718677034411,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 19,raw,raw,raw,raw,raw,0.6624962954777559,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 20,raw,raw,raw,raw,raw,0.6918767973606512,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 21,raw,raw,raw,raw,raw,0.4631347945461744,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 22,raw,raw,raw,raw,raw,0.4552805365855754,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 23,raw,raw,raw,raw,raw,0.4164791180229407,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 24,raw,raw,raw,raw,raw,0.42589047566427163,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 25,raw,raw,raw,raw,raw,0.42577033683732385,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 1,raw,raw,raw,raw,raw,2.256566233848727,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 2,raw,raw,raw,raw,raw,2.3761044273668968,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 3,raw,raw,raw,raw,raw,2.2208577500702398,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 4,raw,raw,raw,raw,raw,1.9967360411914645,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 5,raw,raw,raw,raw,raw,1.7882082311822298,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 11,raw,raw,raw,raw,raw,2.632660606156848,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 12,raw,raw,raw,raw,raw,2.7001186674623825,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 13,raw,raw,raw,raw,raw,2.612773823612047,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 14,raw,raw,raw,raw,raw,2.4308090936243913,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 15,raw,raw,raw,raw,raw,2.0862429363792683,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 21,raw,raw,raw,raw,raw,3.0087549784649688,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 22,raw,raw,raw,raw,raw,3.0241329075578682,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 23,raw,raw,raw,raw,raw,3.2659672795150585,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 24,raw,raw,raw,raw,raw,2.778067535570733,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 25,raw,raw,raw,raw,raw,2.3842776415763067,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 31,raw,raw,raw,raw,raw,3.0087549784649688,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 32,raw,raw,raw,raw,raw,3.1321376542563635,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 33,raw,raw,raw,raw,raw,3.33128662510536,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 34,raw,raw,raw,raw,raw,2.951696756543904,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 35,raw,raw,raw,raw,raw,2.503491523655122,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 41,raw,raw,raw,raw,raw,3.1968021646190294,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 42,raw,raw,raw,raw,raw,2.916128160859373,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 43,raw,raw,raw,raw,raw,2.743412514792649,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 44,raw,raw,raw,raw,raw,2.3005871778945135,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 45,raw,raw,raw,raw,raw,1.9074221132610452,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 1,raw,raw,raw,raw,raw,1.8804718615406055,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 2,raw,raw,raw,raw,raw,1.9440854405729153,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 3,raw,raw,raw,raw,raw,1.894261022118734,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 4,raw,raw,raw,raw,raw,1.7362922097317082,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 5,raw,raw,raw,raw,raw,1.4901735259851916,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 11,raw,raw,raw,raw,raw,1.9556907360022298,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 12,raw,raw,raw,raw,raw,2.0520901872714106,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 13,raw,raw,raw,raw,raw,2.0902190588896374,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 14,raw,raw,raw,raw,raw,1.9967360411914645,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 15,raw,raw,raw,raw,raw,1.9074221132610452,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 21,raw,raw,raw,raw,raw,2.444613420002787,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 22,raw,raw,raw,raw,raw,2.484109174065392,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 23,raw,raw,raw,raw,raw,2.4168157868411435,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 24,raw,raw,raw,raw,raw,2.257179872651221,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 25,raw,raw,raw,raw,raw,1.9074221132610452,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 31,raw,raw,raw,raw,raw,2.632660606156848,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 32,raw,raw,raw,raw,raw,2.3761044273668968,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 33,raw,raw,raw,raw,raw,2.155538404479939,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 34,raw,raw,raw,raw,raw,1.9533287359481717,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 35,raw,raw,raw,raw,raw,1.6689943491034145,Dittus-Boelert,Raw Data,Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 1,raw,raw,raw,raw,raw,1.4669560828436023,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 2,raw,raw,raw,raw,raw,2.1767735422840553,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 3,raw,raw,raw,raw,raw,2.1294523783213584,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 4,raw,raw,raw,raw,raw,1.4669560828436023,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 5,raw,raw,raw,raw,raw,0.8044597873658466,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 6,raw,raw,raw,raw,raw,0.5205328035896654,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 7,raw,raw,raw,raw,raw,1.0883867711420276,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 8,raw,raw,raw,raw,raw,1.5142772468062993,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 9,raw,raw,raw,raw,raw,1.0883867711420276,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 10,raw,raw,raw,raw,raw,0.6624962954777559,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 11,raw,raw,raw,raw,raw,0.42589047566427163,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 12,WARNING,metadata,WARNING,unfilled,raw,0.23660581981348425,Blasius,Raw Data,Raw f normalized using Blasius,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 13,raw,raw,raw,raw,raw,1.7875128299187935,Dittus-Boelert,Raw Data,Converted St to Nu: 205.9000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 14,raw,raw,raw,raw,raw,2.218981444037123,Dittus-Boelert,Raw Data,Converted St to Nu: 255.6000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 15,raw,raw,raw,raw,raw,2.12652388386891,Dittus-Boelert,Raw Data,Converted St to Nu: 244.9500. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 16,raw,raw,raw,raw,raw,2.034066323700696,Dittus-Boelert,Raw Data,Converted St to Nu: 234.3000. Raw Nu normalized using Dittus-Boelert,0.71
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 17,raw,raw,raw,raw,raw,1.69505526975058,Dittus-Boelert,Raw Data,Converted St to Nu: 195.2500. Raw Nu normalized using Dittus-Boelert,0.71
